# HELP response_time Milliseconds in total to for UniView Server to respond the client requests.
# TYPE response_time histogram
response_time_sum{method="GetPatient"} +Inf0.5342
response_time_bucket{method="GetCdaDocuments",le="900"} 0
response_time_bucket{method="GetCdaDocuments",le="1000"} 0
response_time_bucket{method="GetCdaDocuments",le="1500"} 0
response_time_bucket{method="GetCdaDocuments",le="2000"} 0
response_time_bucket{method="GetCdaDocuments",le="2500"} 0
response_time_bucket{method="GetCdaDocuments",le="3000"} 0
response_time_bucket{method="GetCdaDocuments",le="3500"} 0
response_time_bucket{method="GetCdaDocuments",le="4000"} 0
response_time_bucket{method="GetCdaDocuments",le="4500"} 0
response_time_bucket{method="GetCdaDocuments",le="5000"} 0
response_time_bucket{method="GetCdaDocuments",le="5500"} 0
response_time_bucket{method="GetCdaDocuments",le="6000"} 0
response_time_bucket{method="GetCdaDocuments",le="6500"} 0
response_time_bucket{method="GetCdaDocuments",le="7000"} 154
response_time_bucket{method="GetCdaDocuments",le="7500"} 178
response_time_bucket{method="GetCdaDocuments",le="8000"} 184
response_time_bucket{method="GetCdaDocuments",le="8500"} 207
response_time_bucket{method="GetCdaDocuments",le="9000"} 207
response_time_bucket{method="GetCdaDocuments",le="9500"} 208
response_time_bucket{method="GetCdaDocuments",le="10000"} 208
response_time_bucket{method="GetCdaDocuments",le="15000"} 208
response_time_bucket{method="GetCdaDocuments",le="30000"} 209
response_time_bucket{method="GetCdaDocuments",le="+Inf"} 209
response_time_sum{method="GetInstitutions"} 7500000.5342
response_time_count{method="GetInstitutions"} 35
response_time_bucket{method="GetInstitutions",le="1"} 0
response_time_bucket{method="GetInstitutions",le="2"} 0
response_time_bucket{method="GetInstitutions",le="3"} 0
response_time_bucket{method="GetInstitutions",le="4"} 0
response_time_bucket{method="GetInstitutions",le="5"} 0
response_time_bucket{method="GetInstitutions",le="6"} 0
response_time_bucket{method="GetInstitutions",le="7"} 0
response_time_bucket{method="GetInstitutions",le="8"} 0
response_time_bucket{method="GetInstitutions",le="9"} 0
response_time_bucket{method="GetInstitutions",le="10"} 0
response_time_bucket{method="GetInstitutions",le="20"} 0
response_time_bucket{method="GetInstitutions",le="30"} 0
response_time_bucket{method="GetInstitutions",le="40"} 0
response_time_bucket{method="GetInstitutions",le="50"} 0
response_time_bucket{method="GetInstitutions",le="60"} 0
response_time_bucket{method="GetInstitutions",le="70"} 0
response_time_bucket{method="GetInstitutions",le="80"} 0
response_time_bucket{method="GetInstitutions",le="90"} 0
response_time_bucket{method="GetInstitutions",le="100"} 0
response_time_bucket{method="GetInstitutions",le="200"} 0
response_time_bucket{method="GetInstitutions",le="300"} 0
response_time_bucket{method="GetInstitutions",le="400"} 0
response_time_bucket{method="GetInstitutions",le="500"} 0
response_time_bucket{method="GetInstitutions",le="600"} 0
response_time_bucket{method="GetInstitutions",le="700"} 0
response_time_bucket{method="GetInstitutions",le="800"} 0
response_time_bucket{method="GetInstitutions",le="900"} 0
response_time_bucket{method="GetInstitutions",le="1000"} 0
response_time_bucket{method="GetInstitutions",le="1500"} 0
response_time_bucket{method="GetInstitutions",le="2000"} 0
response_time_bucket{method="GetInstitutions",le="2500"} 0
response_time_bucket{method="GetInstitutions",le="3000"} 0
response_time_bucket{method="GetInstitutions",le="3500"} 0
response_time_bucket{method="GetInstitutions",le="4000"} 0
response_time_bucket{method="GetInstitutions",le="4500"} 0
response_time_bucket{method="GetInstitutions",le="5000"} 0
response_time_bucket{method="GetInstitutions",le="5500"} 0
response_time_bucket{method="GetInstitutions",le="6000"} 0
response_time_bucket{method="GetInstitutions",le="6500"} 0
response_time_bucket{method="GetInstitutions",le="7000"} 0
response_time_bucket{method="GetInstitutions",le="7500"} 0
response_time_bucket{method="GetInstitutions",le="8000"} 0
response_time_bucket{method="GetInstitutions",le="8500"} 0
response_time_bucket{method="GetInstitutions",le="9000"} 0
response_time_bucket{method="GetInstitutions",le="9500"} 0
response_time_bucket{method="GetInstitutions",le="10000"} 0
response_time_bucket{method="GetInstitutions",le="15000"} 16
response_time_bucket{method="GetInstitutions",le="30000"} 33
response_time_bucket{method="GetInstitutions",le="+Inf"} 35
response_time_sum{method="GetDisplayUnitData"} 67000.5342
response_time_count{method="GetDisplayUnitData"} 433
response_time_bucket{method="GetDisplayUnitData",le="1"} 0
response_time_bucket{method="GetDisplayUnitData",le="2"} 0
response_time_bucket{method="GetDisplayUnitData",le="3"} 0
response_time_bucket{method="GetDisplayUnitData",le="4"} 0
response_time_bucket{method="GetDisplayUnitData",le="5"} 0
response_time_bucket{method="GetDisplayUnitData",le="6"} 0
response_time_bucket{method="GetDisplayUnitData",le="7"} 0
response_time_bucket{method="GetDisplayUnitData",le="8"} 0
response_time_bucket{method="GetDisplayUnitData",le="9"} 0
response_time_bucket{method="GetDisplayUnitData",le="10"} 258
response_time_bucket{method="GetDisplayUnitData",le="20"} 371
response_time_bucket{method="GetDisplayUnitData",le="30"} 433
response_time_bucket{method="GetDisplayUnitData",le="40"} 433
response_time_bucket{method="GetDisplayUnitData",le="50"} 433
response_time_bucket{method="GetDisplayUnitData",le="60"} 433
response_time_bucket{method="GetDisplayUnitData",le="70"} 433
response_time_bucket{method="GetDisplayUnitData",le="80"} 433
response_time_bucket{method="GetDisplayUnitData",le="90"} 433
response_time_bucket{method="GetDisplayUnitData",le="100"} 433
response_time_bucket{method="GetDisplayUnitData",le="200"} 433
response_time_bucket{method="GetDisplayUnitData",le="300"} 433
response_time_bucket{method="GetDisplayUnitData",le="400"} 433
response_time_bucket{method="GetDisplayUnitData",le="500"} 433
response_time_bucket{method="GetDisplayUnitData",le="600"} 433
response_time_bucket{method="GetDisplayUnitData",le="700"} 433
response_time_bucket{method="GetDisplayUnitData",le="800"} 433
response_time_bucket{method="GetDisplayUnitData",le="900"} 433
response_time_bucket{method="GetDisplayUnitData",le="1000"} 433
response_time_bucket{method="GetDisplayUnitData",le="1500"} 433
response_time_bucket{method="GetDisplayUnitData",le="2000"} 433
response_time_bucket{method="GetDisplayUnitData",le="2500"} 433
response_time_bucket{method="GetDisplayUnitData",le="3000"} 433
response_time_bucket{method="GetDisplayUnitData",le="3500"} 433
response_time_bucket{method="GetDisplayUnitData",le="4000"} 433
response_time_bucket{method="GetDisplayUnitData",le="4500"} 433
response_time_bucket{method="GetDisplayUnitData",le="5000"} 433
response_time_bucket{method="GetDisplayUnitData",le="5500"} 433
response_time_bucket{method="GetDisplayUnitData",le="6000"} 433
response_time_bucket{method="GetDisplayUnitData",le="6500"} 433
response_time_bucket{method="GetDisplayUnitData",le="7000"} 433
response_time_bucket{method="GetDisplayUnitData",le="7500"} 433
response_time_bucket{method="GetDisplayUnitData",le="8000"} 433
response_time_bucket{method="GetDisplayUnitData",le="8500"} 433
response_time_bucket{method="GetDisplayUnitData",le="9000"} 433
response_time_bucket{method="GetDisplayUnitData",le="9500"} 433
response_time_bucket{method="GetDisplayUnitData",le="10000"} 433
response_time_bucket{method="GetDisplayUnitData",le="15000"} 433
response_time_bucket{method="GetDisplayUnitData",le="30000"} 433
response_time_bucket{method="GetDisplayUnitData",le="+Inf"} 433
response_time_sum{method="GetImageData"} 2690200.5342
response_time_count{method="GetImageData"} 2623
response_time_bucket{method="GetImageData",le="1"} 0
response_time_bucket{method="GetImageData",le="2"} 0
response_time_bucket{method="GetImageData",le="3"} 0
response_time_bucket{method="GetImageData",le="4"} 0
response_time_bucket{method="GetImageData",le="5"} 0
response_time_bucket{method="GetImageData",le="6"} 0
response_time_bucket{method="GetImageData",le="7"} 0
response_time_bucket{method="GetImageData",le="8"} 0
response_time_bucket{method="GetImageData",le="9"} 0
response_time_bucket{method="GetImageData",le="10"} 0
response_time_bucket{method="GetImageData",le="20"} 0
response_time_bucket{method="GetImageData",le="30"} 0
response_time_bucket{method="GetImageData",le="40"} 0
response_time_bucket{method="GetImageData",le="50"} 0
response_time_bucket{method="GetImageData",le="60"} 0
response_time_bucket{method="GetImageData",le="70"} 347
response_time_bucket{method="GetImageData",le="80"} 1499
response_time_bucket{method="GetImageData",le="90"} 2162
response_time_bucket{method="GetImageData",le="100"} 2405
response_time_bucket{method="GetImageData",le="200"} 2460
response_time_bucket{method="GetImageData",le="300"} 2566
response_time_bucket{method="GetImageData",le="400"} 2596
response_time_bucket{method="GetImageData",le="500"} 2621
response_time_bucket{method="GetImageData",le="600"} 2622
response_time_bucket{method="GetImageData",le="700"} 2623
response_time_bucket{method="GetImageData",le="800"} 2623
response_time_bucket{method="GetImageData",le="900"} 2623
response_time_bucket{method="GetImageData",le="1000"} 2623
response_time_bucket{method="GetImageData",le="1500"} 2623
response_time_bucket{method="GetImageData",le="2000"} 2623
response_time_bucket{method="GetImageData",le="2500"} 2623
response_time_bucket{method="GetImageData",le="3000"} 2623
response_time_bucket{method="GetImageData",le="3500"} 2623
response_time_bucket{method="GetImageData",le="4000"} 2623
response_time_bucket{method="GetImageData",le="4500"} 2623
response_time_bucket{method="GetImageData",le="5000"} 2623
response_time_bucket{method="GetImageData",le="5500"} 2623
response_time_bucket{method="GetImageData",le="6000"} 2623
response_time_bucket{method="GetImageData",le="6500"} 2623
response_time_bucket{method="GetImageData",le="7000"} 2623
response_time_bucket{method="GetImageData",le="7500"} 2623
response_time_bucket{method="GetImageData",le="8000"} 2623
response_time_bucket{method="GetImageData",le="8500"} 2623
response_time_bucket{method="GetImageData",le="9000"} 2623
response_time_bucket{method="GetImageData",le="9500"} 2623
response_time_bucket{method="GetImageData",le="10000"} 2623
response_time_bucket{method="GetImageData",le="15000"} 2623
response_time_bucket{method="GetImageData",le="30000"} 2623
response_time_bucket{method="GetImageData",le="+Inf"} 2623
response_time_sum{method="RetrieveFromArchive"} 8659000.5342
response_time_count{method="RetrieveFromArchive"} 761
response_time_bucket{method="RetrieveFromArchive",le="1"} 0
response_time_bucket{method="RetrieveFromArchive",le="2"} 0
response_time_bucket{method="RetrieveFromArchive",le="3"} 0
response_time_bucket{method="RetrieveFromArchive",le="4"} 0
response_time_bucket{method="RetrieveFromArchive",le="5"} 0
response_time_bucket{method="RetrieveFromArchive",le="6"} 0
response_time_bucket{method="RetrieveFromArchive",le="7"} 0
response_time_bucket{method="RetrieveFromArchive",le="8"} 0
response_time_bucket{method="RetrieveFromArchive",le="9"} 0
response_time_bucket{method="RetrieveFromArchive",le="10"} 0
response_time_bucket{method="RetrieveFromArchive",le="20"} 0
response_time_bucket{method="RetrieveFromArchive",le="30"} 0
response_time_bucket{method="RetrieveFromArchive",le="40"} 0
response_time_bucket{method="RetrieveFromArchive",le="50"} 0
response_time_bucket{method="RetrieveFromArchive",le="60"} 0
response_time_bucket{method="RetrieveFromArchive",le="70"} 0
response_time_bucket{method="RetrieveFromArchive",le="80"} 0
response_time_bucket{method="RetrieveFromArchive",le="90"} 0
response_time_bucket{method="RetrieveFromArchive",le="100"} 0
response_time_bucket{method="RetrieveFromArchive",le="200"} 0
response_time_bucket{method="RetrieveFromArchive",le="300"} 0
response_time_bucket{method="RetrieveFromArchive",le="400"} 0
response_time_bucket{method="RetrieveFromArchive",le="500"} 0
response_time_bucket{method="RetrieveFromArchive",le="600"} 0
response_time_bucket{method="RetrieveFromArchive",le="700"} 0
response_time_bucket{method="RetrieveFromArchive",le="800"} 413
response_time_bucket{method="RetrieveFromArchive",le="900"} 478
response_time_bucket{method="RetrieveFromArchive",le="1000"} 502
response_time_bucket{method="RetrieveFromArchive",le="1500"} 705
response_time_bucket{method="RetrieveFromArchive",le="2000"} 726
response_time_bucket{method="RetrieveFromArchive",le="2500"} 749
response_time_bucket{method="RetrieveFromArchive",le="3000"} 749
response_time_bucket{method="RetrieveFromArchive",le="3500"} 754
response_time_bucket{method="RetrieveFromArchive",le="4000"} 757
response_time_bucket{method="RetrieveFromArchive",le="4500"} 758
response_time_bucket{method="RetrieveFromArchive",le="5000"} 761
response_time_bucket{method="RetrieveFromArchive",le="5500"} 761
response_time_bucket{method="RetrieveFromArchive",le="6000"} 761
response_time_bucket{method="RetrieveFromArchive",le="6500"} 761
response_time_bucket{method="RetrieveFromArchive",le="7000"} 761
response_time_bucket{method="RetrieveFromArchive",le="7500"} 761
response_time_bucket{method="RetrieveFromArchive",le="8000"} 761
response_time_bucket{method="RetrieveFromArchive",le="8500"} 761
response_time_bucket{method="RetrieveFromArchive",le="9000"} 761
response_time_bucket{method="RetrieveFromArchive",le="9500"} 761
response_time_bucket{method="RetrieveFromArchive",le="10000"} 761
response_time_bucket{method="RetrieveFromArchive",le="15000"} 761
response_time_bucket{method="RetrieveFromArchive",le="30000"} 761
response_time_bucket{method="RetrieveFromArchive",le="+Inf"} 761
response_time_sum{method="InitializePathologySession"} 575300.5342
response_time_count{method="InitializePathologySession"} 712
response_time_bucket{method="InitializePathologySession",le="1"} 0
response_time_bucket{method="InitializePathologySession",le="2"} 0
response_time_bucket{method="InitializePathologySession",le="3"} 0
response_time_bucket{method="InitializePathologySession",le="4"} 0
response_time_bucket{method="InitializePathologySession",le="5"} 0
response_time_bucket{method="InitializePathologySession",le="6"} 0
response_time_bucket{method="InitializePathologySession",le="7"} 0
response_time_bucket{method="InitializePathologySession",le="8"} 0
response_time_bucket{method="InitializePathologySession",le="9"} 0
response_time_bucket{method="InitializePathologySession",le="10"} 0
response_time_bucket{method="InitializePathologySession",le="20"} 0
response_time_bucket{method="InitializePathologySession",le="30"} 0
response_time_bucket{method="InitializePathologySession",le="40"} 0
response_time_bucket{method="InitializePathologySession",le="50"} 0
response_time_bucket{method="InitializePathologySession",le="60"} 141
response_time_bucket{method="InitializePathologySession",le="70"} 281
response_time_bucket{method="InitializePathologySession",le="80"} 408
response_time_bucket{method="InitializePathologySession",le="90"} 687
response_time_bucket{method="InitializePathologySession",le="100"} 705
response_time_bucket{method="InitializePathologySession",le="200"} 705
response_time_bucket{method="InitializePathologySession",le="300"} 711
response_time_bucket{method="InitializePathologySession",le="400"} 712
response_time_bucket{method="InitializePathologySession",le="500"} 712
response_time_bucket{method="InitializePathologySession",le="600"} 712
response_time_bucket{method="InitializePathologySession",le="700"} 712
response_time_bucket{method="InitializePathologySession",le="800"} 712
response_time_bucket{method="InitializePathologySession",le="900"} 712
response_time_bucket{method="InitializePathologySession",le="1000"} 712
response_time_bucket{method="InitializePathologySession",le="1500"} 712
response_time_bucket{method="InitializePathologySession",le="2000"} 712
response_time_bucket{method="InitializePathologySession",le="2500"} 712
response_time_bucket{method="InitializePathologySession",le="3000"} 712
response_time_bucket{method="InitializePathologySession",le="3500"} 712
response_time_bucket{method="InitializePathologySession",le="4000"} 712
response_time_bucket{method="InitializePathologySession",le="4500"} 712
response_time_bucket{method="InitializePathologySession",le="5000"} 712
response_time_bucket{method="InitializePathologySession",le="5500"} 712
response_time_bucket{method="InitializePathologySession",le="6000"} 712
response_time_bucket{method="InitializePathologySession",le="6500"} 712
response_time_bucket{method="InitializePathologySession",le="7000"} 712
response_time_bucket{method="InitializePathologySession",le="7500"} 712
response_time_bucket{method="InitializePathologySession",le="8000"} 712
response_time_bucket{method="InitializePathologySession",le="8500"} 712
response_time_bucket{method="InitializePathologySession",le="9000"} 712
response_time_bucket{method="InitializePathologySession",le="9500"} 712
response_time_bucket{method="InitializePathologySession",le="10000"} 712
response_time_bucket{method="InitializePathologySession",le="15000"} 712
response_time_bucket{method="InitializePathologySession",le="30000"} 712
response_time_bucket{method="InitializePathologySession",le="+Inf"} 712
response_time_sum{method="GetWorklistResult"} 16830.5342
response_time_count{method="GetWorklistResult"} 240
response_time_bucket{method="GetWorklistResult",le="1"} 0
response_time_bucket{method="GetWorklistResult",le="2"} 0
response_time_bucket{method="GetWorklistResult",le="3"} 0
response_time_bucket{method="GetWorklistResult",le="4"} 0
response_time_bucket{method="GetWorklistResult",le="5"} 0
response_time_bucket{method="GetWorklistResult",le="6"} 0
response_time_bucket{method="GetWorklistResult",le="7"} 237
response_time_bucket{method="GetWorklistResult",le="8"} 240
response_time_bucket{method="GetWorklistResult",le="9"} 240
response_time_bucket{method="GetWorklistResult",le="10"} 240
response_time_bucket{method="GetWorklistResult",le="20"} 240
response_time_bucket{method="GetWorklistResult",le="30"} 240
response_time_bucket{method="GetWorklistResult",le="40"} 240
response_time_bucket{method="GetWorklistResult",le="50"} 240
response_time_bucket{method="GetWorklistResult",le="60"} 240
response_time_bucket{method="GetWorklistResult",le="70"} 240
response_time_bucket{method="GetWorklistResult",le="80"} 240
response_time_bucket{method="GetWorklistResult",le="90"} 240
response_time_bucket{method="GetWorklistResult",le="100"} 240
response_time_bucket{method="GetWorklistResult",le="200"} 240
response_time_bucket{method="GetWorklistResult",le="300"} 240
response_time_bucket{method="GetWorklistResult",le="400"} 240
response_time_bucket{method="GetWorklistResult",le="500"} 240
response_time_bucket{method="GetWorklistResult",le="600"} 240
response_time_bucket{method="GetWorklistResult",le="700"} 240
response_time_bucket{method="GetWorklistResult",le="800"} 240
response_time_bucket{method="GetWorklistResult",le="900"} 240
response_time_bucket{method="GetWorklistResult",le="1000"} 240
response_time_bucket{method="GetWorklistResult",le="1500"} 240
response_time_bucket{method="GetWorklistResult",le="2000"} 240
response_time_bucket{method="GetWorklistResult",le="2500"} 240
response_time_bucket{method="GetWorklistResult",le="3000"} 240
response_time_bucket{method="GetWorklistResult",le="3500"} 240
response_time_bucket{method="GetWorklistResult",le="4000"} 240
response_time_bucket{method="GetWorklistResult",le="4500"} 240
response_time_bucket{method="GetWorklistResult",le="5000"} 240
response_time_bucket{method="GetWorklistResult",le="5500"} 240
response_time_bucket{method="GetWorklistResult",le="6000"} 240
response_time_bucket{method="GetWorklistResult",le="6500"} 240
response_time_bucket{method="GetWorklistResult",le="7000"} 240
response_time_bucket{method="GetWorklistResult",le="7500"} 240
response_time_bucket{method="GetWorklistResult",le="8000"} 240
response_time_bucket{method="GetWorklistResult",le="8500"} 240
response_time_bucket{method="GetWorklistResult",le="9000"} 240
response_time_bucket{method="GetWorklistResult",le="9500"} 240
response_time_bucket{method="GetWorklistResult",le="10000"} 240
response_time_bucket{method="GetWorklistResult",le="15000"} 240
response_time_bucket{method="GetWorklistResult",le="30000"} 240
response_time_bucket{method="GetWorklistResult",le="+Inf"} 240
